"","initial.parasites","infection.length","penetrated.parasites","established.parasites","No.parasites","host.mort","host.pent.mort","parasite.mort","time.died","parasites.dead","t","total.parasites","total.parasites.detected","var.level","sim.num","unique.id","tolerance.diff"
"ind3536",30,180,29,12,0,0,0,0,0,0,20,0,0,"Higher Clearance","27","27","no"
"ind3636",30,180,30,14,1,0,0,1,0,0,20,1,1,"Higher Clearance","27","27","no"
"ind3736",30,180,30,15,1,0,0,1,0,0,20,1,1,"Higher Clearance","27","27","no"
"ind3836",30,180,30,16,2,0,0,2,0,0,20,2,2,"Higher Clearance","27","27","no"
"ind3936",30,180,29,20,2,0,0,0,0,0,20,2,2,"Higher Clearance","27","27","no"
"ind4036",30,180,30,13,3,0,0,1,0,0,20,3,3,"Higher Clearance","27","27","no"
"ind4149",30,180,29,14,2,0,0,0,0,0,20,2,2,"Higher Clearance","27","27","no"
"ind4237",30,180,29,11,1,0,0,0,0,0,20,1,1,"Higher Clearance","27","27","no"
"ind4336",30,180,30,19,6,0,0,0,0,0,20,6,6,"Higher Clearance","27","27","no"
"ind4436",30,180,30,18,2,0,0,0,0,0,20,2,2,"Higher Clearance","27","27","no"
"ind4536",30,180,30,17,4,0,0,1,0,0,20,4,4,"Higher Clearance","27","27","no"
"ind4636",30,180,30,17,2,0,0,1,0,0,20,2,1,"Higher Clearance","27","27","no"
"ind4736",30,180,30,12,0,0,0,0,15,2,20,2,2,"Higher Clearance","27","27","no"
"ind4836",30,180,30,15,1,0,0,0,0,0,20,1,1,"Higher Clearance","27","27","no"
"ind4936",30,180,30,16,2,0,0,1,0,0,20,2,2,"Higher Clearance","27","27","no"
"ind5036",30,180,30,19,0,0,0,0,0,0,20,0,0,"Higher Clearance","27","27","no"
"ind5149",30,180,30,13,0,0,0,0,2,13,20,13,12,"Higher Clearance","27","27","no"
"ind5237",30,180,30,15,0,0,0,0,5,11,20,11,9,"Higher Clearance","27","27","no"
"ind5336",30,180,30,12,2,0,0,1,0,0,20,2,1,"Higher Clearance","27","27","no"
"ind5436",30,180,29,12,1,0,0,1,0,0,20,1,1,"Higher Clearance","27","27","no"
"ind5536",30,180,29,12,1,0,0,0,0,0,20,1,1,"Higher Clearance","27","27","no"
"ind5636",30,180,30,11,0,0,0,1,0,0,20,0,0,"Higher Clearance","27","27","no"
"ind5736",30,180,30,11,1,0,0,0,0,0,20,1,1,"Higher Clearance","27","27","no"
"ind5836",30,180,28,11,1,0,0,0,0,0,20,1,1,"Higher Clearance","27","27","no"
"ind5936",30,180,30,19,1,0,0,0,0,0,20,1,1,"Higher Clearance","27","27","no"
"ind6036",30,180,30,15,3,0,0,0,0,0,20,3,2,"Higher Clearance","27","27","no"
"ind6149",30,180,30,19,4,0,0,1,0,0,20,4,4,"Higher Clearance","27","27","no"
"ind6237",30,180,30,16,2,0,0,1,0,0,20,2,2,"Higher Clearance","27","27","no"
"ind6336",30,180,30,16,2,0,0,1,0,0,20,2,2,"Higher Clearance","27","27","no"
"ind6436",30,180,30,12,2,0,0,1,0,0,20,2,2,"Higher Clearance","27","27","no"
"ind6536",30,180,30,15,1,0,0,1,0,0,20,1,1,"Higher Clearance","27","27","no"
"ind6636",30,180,30,17,1,0,0,0,0,0,20,1,1,"Higher Clearance","27","27","no"
"ind6736",30,180,30,14,1,0,0,0,0,0,20,1,0,"Higher Clearance","27","27","no"
"ind6836",30,180,30,18,3,0,0,0,0,0,20,3,3,"Higher Clearance","27","27","no"
"ind6936",30,180,29,19,0,0,0,0,12,6,20,6,6,"Higher Clearance","27","27","no"
"ind7036",30,180,30,13,1,0,0,0,0,0,20,1,1,"Higher Clearance","27","27","no"
"ind7149",30,180,30,17,0,0,0,0,2,17,20,17,14,"Higher Clearance","27","27","no"
"ind7237",30,180,30,12,1,0,0,0,0,0,20,1,0,"Higher Clearance","27","27","no"
"ind7336",30,180,30,13,1,0,0,0,0,0,20,1,1,"Higher Clearance","27","27","no"
"ind7436",30,180,30,11,4,0,0,0,0,0,20,4,3,"Higher Clearance","27","27","no"
"ind7536",30,180,29,5,1,0,0,0,0,0,20,1,1,"Higher Clearance","27","27","no"
"ind7636",30,180,30,15,3,0,0,0,0,0,20,3,3,"Higher Clearance","27","27","no"
"ind7736",30,180,30,16,1,0,0,0,0,0,20,1,1,"Higher Clearance","27","27","no"
"ind7836",30,180,29,14,3,0,0,0,0,0,20,3,3,"Higher Clearance","27","27","no"
"ind7936",30,180,30,12,1,0,0,0,0,0,20,1,1,"Higher Clearance","27","27","no"
"ind8036",30,180,30,18,3,0,0,1,0,0,20,3,1,"Higher Clearance","27","27","no"
"ind8149",30,180,29,14,1,0,0,0,0,0,20,1,1,"Higher Clearance","27","27","no"
"ind8237",30,180,30,18,4,0,0,1,0,0,20,4,4,"Higher Clearance","27","27","no"
"ind8336",30,180,30,12,1,0,0,0,0,0,20,1,1,"Higher Clearance","27","27","no"
"ind8436",30,180,30,9,2,0,0,0,0,0,20,2,2,"Higher Clearance","27","27","no"
"ind8536",30,180,30,14,2,0,0,1,0,0,20,2,2,"Higher Clearance","27","27","no"
"ind8636",30,180,30,14,0,0,0,0,0,0,20,0,0,"Higher Clearance","27","27","no"
"ind8736",30,180,30,15,0,0,0,0,0,0,20,0,0,"Higher Clearance","27","27","no"
"ind8836",30,180,30,17,5,0,0,0,0,0,20,5,5,"Higher Clearance","27","27","no"
"ind8936",30,180,30,16,0,0,0,1,0,0,20,0,0,"Higher Clearance","27","27","no"
"ind9036",30,180,30,11,2,0,0,0,0,0,20,2,1,"Higher Clearance","27","27","no"
"ind9149",30,180,29,12,1,0,0,0,0,0,20,1,1,"Higher Clearance","27","27","no"
"ind9237",30,180,30,17,5,0,0,1,0,0,20,5,4,"Higher Clearance","27","27","no"
"ind9336",30,180,29,17,2,0,0,0,0,0,20,2,2,"Higher Clearance","27","27","no"
"ind9436",30,180,30,16,3,0,0,1,0,0,20,3,3,"Higher Clearance","27","27","no"
"ind9536",30,180,28,13,1,0,0,1,0,0,20,1,1,"Higher Clearance","27","27","no"
"ind9636",30,180,30,17,1,0,0,0,0,0,20,1,1,"Higher Clearance","27","27","no"
"ind9736",30,180,30,17,1,0,0,0,0,0,20,1,1,"Higher Clearance","27","27","no"
"ind9836",30,180,30,17,1,0,0,0,0,0,20,1,1,"Higher Clearance","27","27","no"
"ind9936",30,180,30,19,3,0,0,1,0,0,20,3,3,"Higher Clearance","27","27","no"
"ind10036",30,180,30,13,0,0,0,0,0,0,20,0,0,"Higher Clearance","27","27","no"
"ind11026",30,180,30,12,12,0,0,0,0,0,20,12,10,"Higher Infection Resistance","27","27","no"
"ind21026",30,180,30,17,14,0,0,0,0,0,20,14,13,"Higher Infection Resistance","27","27","no"
"ind31026",30,180,30,16,13,0,0,0,0,0,20,13,12,"Higher Infection Resistance","27","27","no"
"ind41026",30,180,29,12,9,0,0,1,0,0,20,9,9,"Higher Infection Resistance","27","27","no"
"ind51026",30,180,30,11,8,0,0,0,0,0,20,8,8,"Higher Infection Resistance","27","27","no"
"ind61026",30,180,30,19,19,0,0,0,0,0,20,19,18,"Higher Infection Resistance","27","27","no"
"ind71026",30,180,30,20,15,0,0,0,0,0,20,15,15,"Higher Infection Resistance","27","27","no"
"ind81026",30,180,30,19,16,0,0,0,0,0,20,16,15,"Higher Infection Resistance","27","27","no"
"ind91026",30,180,30,18,16,0,0,0,0,0,20,16,15,"Higher Infection Resistance","27","27","no"
"ind10126",30,180,30,10,8,0,0,0,0,0,20,8,6,"Higher Infection Resistance","27","27","no"
"ind11128",30,180,30,13,11,0,0,0,0,0,20,11,11,"Higher Infection Resistance","27","27","no"
"ind12127",30,180,30,15,13,0,0,0,0,0,20,13,10,"Higher Infection Resistance","27","27","no"
"ind13126",30,180,30,12,9,0,0,0,0,0,20,9,7,"Higher Infection Resistance","27","27","no"
"ind14126",30,180,29,16,13,0,0,0,0,0,20,13,11,"Higher Infection Resistance","27","27","no"
"ind15126",30,180,29,14,12,0,0,0,0,0,20,12,11,"Higher Infection Resistance","27","27","no"
"ind16126",30,180,30,12,8,0,0,0,0,0,20,8,8,"Higher Infection Resistance","27","27","no"
"ind17126",30,180,30,16,13,0,0,0,0,0,20,13,12,"Higher Infection Resistance","27","27","no"
"ind18126",30,180,30,13,10,0,0,0,0,0,20,10,9,"Higher Infection Resistance","27","27","no"
"ind19126",30,180,30,12,11,0,0,0,0,0,20,11,9,"Higher Infection Resistance","27","27","no"
"ind20126",30,180,30,12,0,0,0,0,12,12,20,12,10,"Higher Infection Resistance","27","27","no"
"ind21128",30,180,30,14,0,0,0,0,4,13,20,13,12,"Higher Infection Resistance","27","27","no"
"ind22127",30,180,29,16,16,0,0,0,0,0,20,16,16,"Higher Infection Resistance","27","27","no"
"ind23126",30,180,30,16,0,0,0,0,18,14,20,14,13,"Higher Infection Resistance","27","27","no"
"ind24126",30,180,30,18,17,0,0,0,0,0,20,17,16,"Higher Infection Resistance","27","27","no"
"ind25126",30,180,30,13,11,0,0,1,0,0,20,11,8,"Higher Infection Resistance","27","27","no"
"ind26126",30,180,29,11,9,0,0,0,0,0,20,9,9,"Higher Infection Resistance","27","27","no"
"ind27126",30,180,30,20,19,0,0,0,0,0,20,19,17,"Higher Infection Resistance","27","27","no"
"ind28126",30,180,29,10,9,0,0,0,0,0,20,9,8,"Higher Infection Resistance","27","27","no"
"ind29126",30,180,27,13,10,0,0,1,0,0,20,10,8,"Higher Infection Resistance","27","27","no"
"ind30126",30,180,30,16,0,0,0,0,5,15,20,15,13,"Higher Infection Resistance","27","27","no"
"ind31128",30,180,29,14,12,0,0,0,0,0,20,12,11,"Higher Infection Resistance","27","27","no"
"ind32127",30,180,29,19,17,0,0,0,0,0,20,17,14,"Higher Infection Resistance","27","27","no"
"ind33126",30,180,30,17,0,0,0,0,7,17,20,17,16,"Higher Infection Resistance","27","27","no"
"ind34126",30,180,30,15,10,0,0,0,0,0,20,10,10,"Higher Infection Resistance","27","27","no"
"ind35126",30,180,30,17,16,0,0,0,0,0,20,16,13,"Higher Infection Resistance","27","27","no"
"ind36126",30,180,30,12,11,0,0,0,0,0,20,11,10,"Higher Infection Resistance","27","27","no"
"ind37126",30,180,30,15,10,0,0,0,0,0,20,10,9,"Higher Infection Resistance","27","27","no"
"ind38126",30,180,30,15,9,0,0,1,0,0,20,9,7,"Higher Infection Resistance","27","27","no"
"ind39126",30,180,29,18,16,0,0,0,0,0,20,16,14,"Higher Infection Resistance","27","27","no"
"ind40126",30,180,30,14,0,1,0,0,20,11,20,11,10,"Higher Infection Resistance","27","27","no"
"ind41128",30,180,30,14,12,0,0,1,0,0,20,12,10,"Higher Infection Resistance","27","27","no"
"ind42127",30,180,29,19,12,0,0,0,0,0,20,12,12,"Higher Infection Resistance","27","27","no"
"ind43126",30,180,29,20,17,0,0,0,0,0,20,17,16,"Higher Infection Resistance","27","27","no"
"ind44126",30,180,30,15,13,0,0,0,0,0,20,13,12,"Higher Infection Resistance","27","27","no"
"ind45126",30,180,30,14,10,0,0,0,0,0,20,10,9,"Higher Infection Resistance","27","27","no"
"ind46126",30,180,30,16,15,0,0,0,0,0,20,15,11,"Higher Infection Resistance","27","27","no"
"ind47126",30,180,30,19,13,0,0,0,0,0,20,13,12,"Higher Infection Resistance","27","27","no"
"ind48126",30,180,30,13,12,0,0,0,0,0,20,12,12,"Higher Infection Resistance","27","27","no"
"ind49126",30,180,30,19,16,0,0,0,0,0,20,16,15,"Higher Infection Resistance","27","27","no"
"ind50126",30,180,30,15,12,0,0,0,0,0,20,12,11,"Higher Infection Resistance","27","27","no"
"ind51128",30,180,30,13,10,0,0,0,0,0,20,10,9,"Higher Infection Resistance","27","27","no"
"ind52127",30,180,28,12,11,0,0,0,0,0,20,11,10,"Higher Infection Resistance","27","27","no"
"ind53126",30,180,30,21,16,0,0,0,0,0,20,16,16,"Higher Infection Resistance","27","27","no"
"ind54126",30,180,29,15,14,0,0,0,0,0,20,14,11,"Higher Infection Resistance","27","27","no"
"ind55126",30,180,30,13,11,0,0,0,0,0,20,11,9,"Higher Infection Resistance","27","27","no"
"ind56126",30,180,30,17,14,0,0,0,0,0,20,14,12,"Higher Infection Resistance","27","27","no"
"ind57126",30,180,30,16,13,0,0,0,0,0,20,13,13,"Higher Infection Resistance","27","27","no"
"ind58126",30,180,30,21,18,0,0,0,0,0,20,18,16,"Higher Infection Resistance","27","27","no"
"ind59126",30,180,28,12,0,1,0,0,20,11,20,11,10,"Higher Infection Resistance","27","27","no"
"ind60126",30,180,30,12,11,0,0,0,0,0,20,11,10,"Higher Infection Resistance","27","27","no"
"ind61128",30,180,30,12,10,0,0,0,0,0,20,10,9,"Higher Infection Resistance","27","27","no"
"ind62127",30,180,30,11,10,0,0,0,0,0,20,10,9,"Higher Infection Resistance","27","27","no"
"ind63126",30,180,30,16,14,0,0,0,0,0,20,14,12,"Higher Infection Resistance","27","27","no"
"ind64126",30,180,29,15,13,0,0,0,0,0,20,13,10,"Higher Infection Resistance","27","27","no"
"ind65126",30,180,30,18,17,0,0,0,0,0,20,17,16,"Higher Infection Resistance","27","27","no"
"ind66126",30,180,30,20,15,0,0,0,0,0,20,15,14,"Higher Infection Resistance","27","27","no"
"ind67126",30,180,29,17,15,0,0,0,0,0,20,15,14,"Higher Infection Resistance","27","27","no"
"ind68126",30,180,29,15,12,0,0,0,0,0,20,12,10,"Higher Infection Resistance","27","27","no"
"ind69126",30,180,30,17,15,0,0,0,0,0,20,15,9,"Higher Infection Resistance","27","27","no"
"ind70126",30,180,30,16,11,0,0,0,0,0,20,11,9,"Higher Infection Resistance","27","27","no"
"ind71128",30,180,29,18,14,0,0,0,0,0,20,14,13,"Higher Infection Resistance","27","27","no"
"ind72127",30,180,30,16,14,0,0,0,0,0,20,14,14,"Higher Infection Resistance","27","27","no"
"ind73126",30,180,29,9,8,0,0,0,0,0,20,8,7,"Higher Infection Resistance","27","27","no"
"ind74126",30,180,30,10,9,0,0,0,0,0,20,9,7,"Higher Infection Resistance","27","27","no"
"ind75126",30,180,29,15,11,0,0,0,0,0,20,11,10,"Higher Infection Resistance","27","27","no"
"ind76126",30,180,29,16,15,0,0,0,0,0,20,15,15,"Higher Infection Resistance","27","27","no"
"ind77126",30,180,30,13,9,0,0,1,0,0,20,9,8,"Higher Infection Resistance","27","27","no"
"ind78126",30,180,30,15,10,0,0,0,0,0,20,10,10,"Higher Infection Resistance","27","27","no"
"ind79126",30,180,30,10,10,0,0,0,0,0,20,10,9,"Higher Infection Resistance","27","27","no"
"ind80126",30,180,30,16,15,0,0,0,0,0,20,15,14,"Higher Infection Resistance","27","27","no"
"ind81128",30,180,30,17,14,0,0,0,0,0,20,14,11,"Higher Infection Resistance","27","27","no"
"ind82127",30,180,29,13,13,0,0,0,0,0,20,13,11,"Higher Infection Resistance","27","27","no"
"ind83126",30,180,30,18,15,0,0,0,0,0,20,15,13,"Higher Infection Resistance","27","27","no"
"ind84126",30,180,28,15,10,0,0,1,0,0,20,10,9,"Higher Infection Resistance","27","27","no"
"ind85126",30,180,30,18,15,0,0,0,0,0,20,15,14,"Higher Infection Resistance","27","27","no"
"ind86126",30,180,30,18,0,0,0,0,18,14,20,14,11,"Higher Infection Resistance","27","27","no"
"ind87126",30,180,30,13,11,0,0,0,0,0,20,11,9,"Higher Infection Resistance","27","27","no"
"ind88126",30,180,30,14,13,0,0,1,0,0,20,13,12,"Higher Infection Resistance","27","27","no"
"ind89126",30,180,30,22,15,0,0,1,0,0,20,15,13,"Higher Infection Resistance","27","27","no"
"ind90126",30,180,29,12,10,0,0,1,0,0,20,10,10,"Higher Infection Resistance","27","27","no"
"ind91128",30,180,30,18,0,0,0,0,13,17,20,17,16,"Higher Infection Resistance","27","27","no"
"ind92127",30,180,30,16,14,0,0,0,0,0,20,14,14,"Higher Infection Resistance","27","27","no"
"ind93126",30,180,30,15,0,0,0,0,4,14,20,14,13,"Higher Infection Resistance","27","27","no"
"ind94126",30,180,29,11,10,0,0,0,0,0,20,10,10,"Higher Infection Resistance","27","27","no"
"ind95126",30,180,30,17,14,0,0,0,0,0,20,14,13,"Higher Infection Resistance","27","27","no"
"ind96126",30,180,30,19,0,0,0,0,3,18,20,18,17,"Higher Infection Resistance","27","27","no"
"ind97126",30,180,30,16,12,0,0,0,0,0,20,12,11,"Higher Infection Resistance","27","27","no"
"ind98126",30,180,30,16,14,0,0,0,0,0,20,14,13,"Higher Infection Resistance","27","27","no"
"ind99126",30,180,30,14,12,0,0,0,0,0,20,12,11,"Higher Infection Resistance","27","27","no"
"ind100126",30,180,30,15,13,0,0,0,0,0,20,13,13,"Higher Infection Resistance","27","27","no"
"ind1150",30,180,30,14,2,0,0,0,0,0,20,2,1,"Higher Clearance","28","28","no"
"ind2150",30,180,30,13,0,0,0,0,0,0,20,0,0,"Higher Clearance","28","28","no"
"ind3150",30,180,29,14,2,0,0,0,0,0,20,2,2,"Higher Clearance","28","28","no"
"ind4150",30,180,30,13,2,0,0,0,0,0,20,2,2,"Higher Clearance","28","28","no"
"ind5150",30,180,27,10,1,0,0,0,0,0,20,1,1,"Higher Clearance","28","28","no"
"ind6150",30,180,30,13,1,0,0,0,0,0,20,1,1,"Higher Clearance","28","28","no"
"ind7150",30,180,28,13,3,0,0,0,0,0,20,3,2,"Higher Clearance","28","28","no"
"ind8150",30,180,30,18,3,0,0,0,0,0,20,3,3,"Higher Clearance","28","28","no"
"ind9150",30,180,30,17,3,0,0,0,0,0,20,3,3,"Higher Clearance","28","28","no"
"ind1037",30,180,30,19,3,0,0,1,0,0,20,3,3,"Higher Clearance","28","28","no"
"ind1151",30,180,29,12,3,0,0,0,0,0,20,3,3,"Higher Clearance","28","28","no"
"ind1238",30,180,30,16,0,0,0,0,15,5,20,5,5,"Higher Clearance","28","28","no"
"ind1337",30,180,29,16,2,0,0,0,0,0,20,2,2,"Higher Clearance","28","28","no"
"ind1437",30,180,30,16,0,0,0,0,5,11,20,11,10,"Higher Clearance","28","28","no"
"ind1537",30,180,30,17,2,0,0,0,0,0,20,2,2,"Higher Clearance","28","28","no"
"ind1637",30,180,29,15,0,0,0,0,0,0,20,0,0,"Higher Clearance","28","28","no"
"ind1737",30,180,30,19,4,0,0,0,0,0,20,4,3,"Higher Clearance","28","28","no"
"ind1837",30,180,30,14,0,0,0,0,0,0,20,0,0,"Higher Clearance","28","28","no"
"ind1937",30,180,30,16,3,0,0,0,0,0,20,3,3,"Higher Clearance","28","28","no"
"ind2037",30,180,30,19,4,0,0,0,0,0,20,4,4,"Higher Clearance","28","28","no"
"ind2151",30,180,30,12,1,0,0,0,0,0,20,1,1,"Higher Clearance","28","28","no"
"ind2238",30,180,30,14,1,0,0,0,0,0,20,1,1,"Higher Clearance","28","28","no"
"ind2337",30,180,28,16,2,0,0,0,0,0,20,2,2,"Higher Clearance","28","28","no"
"ind2437",30,180,30,19,3,0,0,0,0,0,20,3,2,"Higher Clearance","28","28","no"
"ind2537",30,180,30,15,1,0,0,0,0,0,20,1,1,"Higher Clearance","28","28","no"
"ind2637",30,180,30,14,1,0,0,1,0,0,20,1,1,"Higher Clearance","28","28","no"
"ind2737",30,180,30,17,4,0,0,0,0,0,20,4,3,"Higher Clearance","28","28","no"
"ind2837",30,180,30,20,4,0,0,0,0,0,20,4,4,"Higher Clearance","28","28","no"
"ind2937",30,180,30,19,1,0,0,0,0,0,20,1,1,"Higher Clearance","28","28","no"
"ind3037",30,180,30,13,2,0,0,0,0,0,20,2,2,"Higher Clearance","28","28","no"
"ind3151",30,180,30,12,2,0,0,0,0,0,20,2,2,"Higher Clearance","28","28","no"
"ind3238",30,180,30,17,3,0,0,0,0,0,20,3,3,"Higher Clearance","28","28","no"
"ind3337",30,180,30,19,5,0,0,0,0,0,20,5,5,"Higher Clearance","28","28","no"
"ind3437",30,180,30,15,4,0,0,1,0,0,20,4,4,"Higher Clearance","28","28","no"
"ind3537",30,180,30,13,0,0,0,0,0,0,20,0,0,"Higher Clearance","28","28","no"
"ind3637",30,180,30,20,5,0,0,1,0,0,20,5,5,"Higher Clearance","28","28","no"
"ind3737",30,180,30,18,0,0,0,1,0,0,20,0,0,"Higher Clearance","28","28","no"
"ind3837",30,180,30,19,2,0,0,0,0,0,20,2,2,"Higher Clearance","28","28","no"
"ind3937",30,180,30,17,1,0,0,0,0,0,20,1,1,"Higher Clearance","28","28","no"
"ind4037",30,180,30,11,2,0,0,1,0,0,20,2,2,"Higher Clearance","28","28","no"
"ind4151",30,180,29,12,3,0,0,0,0,0,20,3,3,"Higher Clearance","28","28","no"
"ind4238",30,180,30,19,1,0,0,1,0,0,20,1,1,"Higher Clearance","28","28","no"
"ind4337",30,180,30,12,1,0,0,0,0,0,20,1,1,"Higher Clearance","28","28","no"
"ind4437",30,180,30,15,2,0,0,0,0,0,20,2,2,"Higher Clearance","28","28","no"
"ind4537",30,180,30,12,4,0,0,0,0,0,20,4,3,"Higher Clearance","28","28","no"
"ind4637",30,180,30,17,2,0,0,0,0,0,20,2,2,"Higher Clearance","28","28","no"
"ind4737",30,180,30,15,5,0,0,0,0,0,20,5,5,"Higher Clearance","28","28","no"
"ind4837",30,180,30,15,2,0,0,0,0,0,20,2,2,"Higher Clearance","28","28","no"
"ind4937",30,180,30,14,0,0,0,0,6,10,20,10,9,"Higher Clearance","28","28","no"
"ind5037",30,180,29,7,1,0,0,0,0,0,20,1,1,"Higher Clearance","28","28","no"
"ind5151",30,180,30,14,1,0,0,1,0,0,20,1,1,"Higher Clearance","28","28","no"
"ind5238",30,180,30,18,0,0,0,0,0,0,20,0,0,"Higher Clearance","28","28","no"
"ind5337",30,180,30,17,1,0,0,1,0,0,20,1,1,"Higher Clearance","28","28","no"
"ind5437",30,180,30,10,2,0,0,0,0,0,20,2,1,"Higher Clearance","28","28","no"
"ind5537",30,180,30,13,0,0,0,0,0,0,20,0,0,"Higher Clearance","28","28","no"
"ind5637",30,180,28,13,1,0,0,0,0,0,20,1,1,"Higher Clearance","28","28","no"
"ind5737",30,180,30,18,3,0,0,0,0,0,20,3,2,"Higher Clearance","28","28","no"
"ind5837",30,180,30,9,1,0,0,0,0,0,20,1,1,"Higher Clearance","28","28","no"
"ind5937",30,180,30,16,3,0,0,0,0,0,20,3,2,"Higher Clearance","28","28","no"
"ind6037",30,180,30,12,0,0,0,0,0,0,20,0,0,"Higher Clearance","28","28","no"
"ind6151",30,180,30,15,0,0,0,0,13,5,20,5,5,"Higher Clearance","28","28","no"
"ind6238",30,180,30,16,0,0,0,0,0,0,20,0,0,"Higher Clearance","28","28","no"
"ind6337",30,180,30,11,2,0,0,0,0,0,20,2,2,"Higher Clearance","28","28","no"
"ind6437",30,180,29,11,0,0,0,0,0,0,20,0,0,"Higher Clearance","28","28","no"
"ind6537",30,180,30,12,0,0,0,0,7,8,20,8,7,"Higher Clearance","28","28","no"
"ind6637",30,180,30,10,0,0,0,0,0,0,20,0,0,"Higher Clearance","28","28","no"
"ind6737",30,180,30,16,4,0,0,0,0,0,20,4,4,"Higher Clearance","28","28","no"
"ind6837",30,180,29,14,1,0,0,0,0,0,20,1,1,"Higher Clearance","28","28","no"
"ind6937",30,180,30,13,3,0,0,0,0,0,20,3,3,"Higher Clearance","28","28","no"
"ind7037",30,180,30,16,0,0,0,2,0,0,20,0,0,"Higher Clearance","28","28","no"
"ind7151",30,180,30,17,1,0,0,1,0,0,20,1,1,"Higher Clearance","28","28","no"
"ind7238",30,180,29,17,2,0,0,0,0,0,20,2,1,"Higher Clearance","28","28","no"
"ind7337",30,180,30,19,1,0,0,0,0,0,20,1,1,"Higher Clearance","28","28","no"
"ind7437",30,180,30,16,2,0,0,0,0,0,20,2,2,"Higher Clearance","28","28","no"
"ind7537",30,180,30,9,1,0,0,0,0,0,20,1,1,"Higher Clearance","28","28","no"
"ind7637",30,180,30,17,2,0,0,0,0,0,20,2,2,"Higher Clearance","28","28","no"
"ind7737",30,180,30,12,1,0,0,0,0,0,20,1,1,"Higher Clearance","28","28","no"
"ind7837",30,180,30,12,1,0,0,0,0,0,20,1,1,"Higher Clearance","28","28","no"
"ind7937",30,180,29,16,4,0,0,0,0,0,20,4,4,"Higher Clearance","28","28","no"
"ind8037",30,180,30,15,5,0,0,0,0,0,20,5,5,"Higher Clearance","28","28","no"
"ind8151",30,180,30,13,5,0,0,0,0,0,20,5,5,"Higher Clearance","28","28","no"
"ind8238",30,180,30,14,4,0,0,0,0,0,20,4,4,"Higher Clearance","28","28","no"
"ind8337",30,180,30,17,0,0,0,1,0,0,20,0,0,"Higher Clearance","28","28","no"
"ind8437",30,180,30,15,2,0,0,0,0,0,20,2,2,"Higher Clearance","28","28","no"
"ind8537",30,180,29,19,1,0,0,0,0,0,20,1,0,"Higher Clearance","28","28","no"
"ind8637",30,180,30,12,2,0,0,1,0,0,20,2,1,"Higher Clearance","28","28","no"
"ind8737",30,180,30,13,3,0,0,0,0,0,20,3,2,"Higher Clearance","28","28","no"
"ind8837",30,180,30,15,3,0,0,0,0,0,20,3,3,"Higher Clearance","28","28","no"
"ind8937",30,180,30,16,0,0,0,3,0,0,20,0,0,"Higher Clearance","28","28","no"
"ind9037",30,180,29,16,4,0,0,0,0,0,20,4,4,"Higher Clearance","28","28","no"
"ind9151",30,180,30,16,2,0,0,0,0,0,20,2,2,"Higher Clearance","28","28","no"
"ind9238",30,180,30,19,2,0,0,1,0,0,20,2,1,"Higher Clearance","28","28","no"
